source,target,originLocation,destLocation,duplicateSize
96,135,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2059,198,<49,0>,<58,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11631,206,<275,0>,<284,5>)",7
206,365,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(5667,217,<175,0>,<187,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2725,217,<85,0>,<97,9>)",9
286,135,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2084,234,<50,0>,<61,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11631,246,<275,0>,<286,32>)",8
26,147,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Parser.java|(30419,173,<946,0>,<954,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/DDLParser.java|(87361,173,<3009,0>,<3017,9>)",6
46,187,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(3908,599,<142,0>,<168,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3599,599,<127,0>,<153,29>)",19
36,391,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(2944,164,<91,0>,<98,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(5330,164,<205,0>,<212,5>)",5
330,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4659,451,<170,0>,<189,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4210,451,<156,0>,<175,29>)",14
290,185,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NullType.java|(2115,149,<57,0>,<65,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(5293,149,<156,0>,<164,5>)",6
36,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(4763,451,<180,0>,<199,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,451,<184,0>,<203,29>)",14
26,147,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Parser.java|(97855,109,<3450,0>,<3455,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/DDLParser.java|(11411,109,<386,0>,<391,5>)",5
92,333,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcPreparedStatement.java|(116006,5357,<2727,0>,<2859,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(10202,5435,<250,0>,<384,5>)",21
302,305,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1986,217,<47,0>,<57,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDatabaseMetaDataTest.java|(4542,165,<120,0>,<127,25>)",5
330,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(3723,341,<127,0>,<141,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4005,341,<146,0>,<160,41>)",10
206,365,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(10779,209,<352,0>,<361,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(3645,201,<124,0>,<133,9>)",6
52,209,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/pool/ManagedPoolDataSource.java|(19313,1518,<467,0>,<495,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10639,1518,<279,0>,<307,5>)",8
178,341,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestJDBCSavepoints.java|(16266,319,<482,0>,<494,34>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestLikePredicateOptimizations.java|(6185,316,<202,0>,<212,34>)",6
192,207,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2373,180,<63,0>,<73,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(2531,180,<68,0>,<78,29>)",7
118,3,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/ZaurusDatabaseManager.java|(3368,356,<105,0>,<121,49>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(6554,356,<169,0>,<185,49>)",12
206,193,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(11146,178,<367,0>,<376,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(4125,178,<143,0>,<152,9>)",6
374,205,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug808460.java|(2438,312,<66,0>,<76,34>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestDatabaseMetaData.java|(8491,257,<213,0>,<222,34>)",6
160,117,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/ClosableByteArrayOutputStream.java|(12556,602,<357,0>,<375,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/ClosableCharArrayWriter.java|(13409,500,<381,0>,<398,5>)",8
192,113,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2887,116,<95,0>,<101,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(8796,116,<272,0>,<278,9>)",5
94,301,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2104,165,<49,0>,<56,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(2025,165,<48,0>,<55,25>)",5
202,247,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowOutputText.java|(8954,260,<333,0>,<343,53>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowOutputBinary.java|(6427,261,<223,0>,<234,53>)",7
364,193,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2826,116,<91,0>,<97,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2887,116,<95,0>,<101,9>)",5
50,295,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4159,341,<153,0>,<167,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4143,341,<153,0>,<167,41>)",10
294,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(3049,139,<96,0>,<103,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(2915,139,<89,0>,<96,5>)",5
306,175,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestSql.java|(25181,253,<692,0>,<700,45>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestMerge.java|(11204,253,<331,0>,<339,45>)",6
94,347,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceFactoryTest.java|(2104,165,<49,0>,<56,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2068,165,<50,0>,<57,25>)",5
284,185,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/OtherType.java|(3223,116,<110,0>,<116,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(13534,116,<438,0>,<444,9>)",5
340,375,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestLikePredicateOptimizations.java|(6185,316,<202,0>,<212,34>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestBug808460.java|(2438,312,<66,0>,<76,34>)",6
278,173,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(98886,139,<2503,0>,<2511,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(85765,139,<2087,0>,<2095,5>)",6
104,101,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/DoubleIntIndex.java|(15998,84,<678,0>,<684,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowOutputTextQuoted.java|(2684,84,<66,0>,<72,1>)",5
146,27,"|java+compilationUnit:///base/trunk/src/org/hsqldb/DDLParser.java|(42518,160,<1391,0>,<1398,13>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/Parser.java|(16455,160,<456,0>,<463,13>)",6
280,111,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(2009,234,<47,0>,<58,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1948,234,<45,0>,<56,32>)",8
110,303,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1948,198,<45,0>,<54,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/JdbcSuite.java|(1960,250,<46,0>,<58,5>)",7
218,347,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcConnectionTest.java|(2320,198,<58,0>,<67,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2042,198,<49,0>,<58,5>)",7
36,257,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(4805,248,<181,0>,<191,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4572,248,<170,0>,<180,41>)",7
286,347,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2084,234,<50,0>,<61,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2042,234,<49,0>,<60,32>)",8
112,387,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(13334,240,<417,0>,<427,33>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(8356,240,<299,0>,<309,33>)",7
106,277,"|java+compilationUnit:///base/trunk/src/org/hsqldb/result/ResultMetaData.java|(11149,72,<350,0>,<355,1>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/RangeVariableResolver.java|(9919,96,<306,0>,<311,5>)",5
356,201,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputTextLog.java|(2257,229,<53,0>,<58,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputBinary.java|(2114,229,<49,0>,<54,29>)",5
66,207,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(2968,224,<99,0>,<113,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(5660,224,<173,0>,<187,9>)",10
50,187,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5034,290,<191,0>,<202,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4544,290,<169,0>,<180,41>)",8
356,355,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputTextLog.java|(2257,229,<53,0>,<58,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputText.java|(2109,229,<49,0>,<54,29>)",5
202,355,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowOutputText.java|(3355,461,<87,0>,<100,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputText.java|(3466,461,<94,0>,<107,9>)",11
124,111,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2647,198,<65,0>,<74,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1948,198,<45,0>,<54,5>)",7
206,365,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(2531,180,<68,0>,<78,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2376,180,<63,0>,<73,29>)",7
222,21,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(4525,490,<134,0>,<143,44>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/Type.java|(18207,490,<543,0>,<552,44>)",9
298,387,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/Sort.java|(5562,140,<165,0>,<171,13>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(6562,116,<236,0>,<242,9>)",5
330,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4659,451,<170,0>,<189,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(5034,451,<191,0>,<210,29>)",14
208,251,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10755,1402,<281,0>,<307,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSet.java|(286880,1402,<6645,0>,<6671,5>)",6
278,173,"|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationFull.java|(109538,117,<2794,0>,<2801,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/dbinfo/DatabaseInformationMain.java|(67775,117,<1681,0>,<1688,5>)",5
386,113,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(11948,615,<413,0>,<431,23>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(14925,615,<472,0>,<490,23>)",15
46,257,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4916,248,<185,0>,<195,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4572,248,<170,0>,<180,41>)",7
346,97,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2068,165,<50,0>,<57,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2085,165,<50,0>,<57,25>)",5
134,97,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11631,206,<275,0>,<284,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2059,198,<49,0>,<58,5>)",7
116,161,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/ClosableCharArrayWriter.java|(6993,265,<185,0>,<194,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/ClosableByteArrayOutputStream.java|(7282,265,<196,0>,<205,9>)",7
284,365,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/OtherType.java|(3223,116,<110,0>,<116,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2826,116,<91,0>,<97,9>)",5
36,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/HashMap.java|(3960,248,<141,0>,<151,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4916,248,<185,0>,<195,41>)",7
216,281,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1956,234,<45,0>,<56,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(2009,234,<47,0>,<58,32>)",8
330,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4659,451,<170,0>,<189,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4874,451,<184,0>,<203,29>)",14
118,3,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/ZaurusDatabaseManager.java|(14768,196,<464,0>,<472,31>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManager.java|(18943,196,<613,0>,<621,31>)",5
50,331,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(3539,352,<121,0>,<143,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(3121,352,<95,0>,<117,36>)",14
110,281,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1948,234,<45,0>,<56,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(2009,234,<47,0>,<58,32>)",8
300,135,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcRowIdTest.java|(1999,234,<47,0>,<58,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11631,246,<275,0>,<286,32>)",8
346,125,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2068,165,<50,0>,<57,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2673,165,<66,0>,<73,25>)",5
50,47,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4159,341,<153,0>,<167,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4005,341,<146,0>,<160,41>)",10
192,223,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(3309,198,<113,0>,<120,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(14010,198,<449,0>,<456,9>)",5
136,319,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/preprocessor/Document.java|(1824,182,<38,0>,<43,22>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcSQLXML.java|(1793,182,<36,0>,<41,22>)",5
58,213,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestHashStructures.java|(17691,171,<536,0>,<545,44>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestCacheSize.java|(30898,171,<924,0>,<933,44>)",5
112,387,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(1715,235,<37,0>,<44,33>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(1857,235,<42,0>,<49,33>)",7
118,183,"|java+compilationUnit:///base/trunk/src/org/hsqldb/util/ZaurusDatabaseManager.java|(3409,134,<107,0>,<113,30>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/util/DatabaseManagerSwing.java|(23916,134,<609,0>,<615,30>)",5
188,125,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcBlobTest.java|(2050,198,<49,0>,<58,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSQLXMLTest.java|(2647,198,<65,0>,<74,5>)",7
26,147,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Parser.java|(35472,145,<1121,0>,<1129,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/DDLParser.java|(87361,173,<3009,0>,<3017,9>)",6
286,135,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcClobTest.java|(2110,165,<51,0>,<58,25>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11657,173,<276,0>,<283,25>)",5
262,87,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobData.java|(1626,173,<33,0>,<39,35>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobDataID.java|(1626,173,<33,0>,<39,35>)",5
204,377,"|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestDatabaseMetaData.java|(8491,257,<213,0>,<222,34>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/test/TestINPredicateParameterizationAndCorrelation.java|(4967,314,<153,0>,<163,34>)",6
112,185,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(1715,162,<37,0>,<42,24>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/NumberType.java|(1715,162,<37,0>,<42,24>)",5
190,269,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcResultSetTest.java|(49815,311,<1849,0>,<1861,41>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(43966,298,<1494,0>,<1505,41>)",6
364,193,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2060,211,<50,0>,<57,36>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2057,211,<50,0>,<57,36>)",5
66,223,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(4649,150,<158,0>,<165,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(18947,150,<573,0>,<580,9>)",5
92,131,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcPreparedStatement.java|(145700,1356,<3489,0>,<3514,88>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37344,1356,<911,0>,<936,88>)",5
206,113,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BinaryType.java|(4566,562,<131,0>,<153,28>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/CharacterType.java|(7344,556,<215,0>,<237,28>)",13
192,67,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(2779,224,<87,0>,<101,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BooleanType.java|(2968,224,<99,0>,<113,9>)",10
294,187,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4194,451,<156,0>,<175,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4544,451,<169,0>,<188,29>)",14
50,187,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4062,599,<149,0>,<175,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(3599,599,<127,0>,<153,29>)",19
262,87,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobData.java|(1599,200,<31,0>,<39,35>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobDataID.java|(1599,200,<31,0>,<39,35>)",6
364,285,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(2376,149,<63,0>,<71,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/OtherType.java|(2404,217,<68,0>,<80,5>)",6
192,365,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(1599,162,<31,0>,<37,24>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(1599,162,<31,0>,<37,24>)",5
186,331,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyHashMap.java|(4586,248,<170,0>,<180,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/MultiValueHashMap.java|(4701,248,<171,0>,<181,41>)",7
168,133,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcConnection.java|(129516,1357,<3167,0>,<3193,88>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDatabaseMetaData.java|(256131,1354,<5979,0>,<6004,88>)",5
222,387,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/IntervalType.java|(19194,198,<584,0>,<593,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/DateTimeType.java|(12340,198,<420,0>,<429,9>)",7
134,347,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11631,246,<275,0>,<286,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcNClobTest.java|(2042,234,<49,0>,<60,32>)",8
390,257,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntValueHashMap.java|(4740,248,<175,0>,<185,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyHashMap.java|(4572,248,<170,0>,<180,41>)",7
364,193,"|java+compilationUnit:///base/trunk/src/org/hsqldb/types/ClobType.java|(3248,198,<109,0>,<116,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/types/BlobType.java|(3309,198,<113,0>,<120,9>)",5
280,97,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(2009,198,<47,0>,<56,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDataSourceTest.java|(2059,198,<49,0>,<58,5>)",7
332,251,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcStatement.java|(71634,1402,<1748,0>,<1774,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSet.java|(286880,1402,<6645,0>,<6671,5>)",6
134,269,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/UtilTest.java|(11631,246,<275,0>,<286,32>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcCallableStatementTest.java|(2269,234,<56,0>,<67,32>)",8
180,149,"|java+compilationUnit:///base/trunk/src/org/hsqldb/Function.java|(20454,211,<590,0>,<597,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/SQLFunction.java|(61718,211,<1719,0>,<1726,5>)",5
208,273,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcDataSource.java|(10755,1402,<281,0>,<307,5>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/pool/BaseConnectionWrapper.java|(11896,302,<414,0>,<424,5>)",6
280,217,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(2009,198,<47,0>,<56,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcDriverTest.java|(1956,198,<45,0>,<54,5>)",7
294,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4143,341,<153,0>,<167,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4159,341,<153,0>,<167,41>)",10
200,355,"|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputBinary.java|(5821,172,<186,0>,<194,9>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/rowio/RowInputText.java|(11600,172,<473,0>,<481,9>)",5
294,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyIntValueHashMap.java|(4960,506,<188,0>,<210,29>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4979,506,<188,0>,<210,29>)",16
280,111,"|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcSavepointTest.java|(2009,198,<47,0>,<56,5>)","|java+compilationUnit:///base/trunk/test/org/hsqldb/jdbc/jdbcParameterMetaDataTest.java|(1948,198,<45,0>,<54,5>)",7
46,51,"|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/IntKeyIntValueHashMap.java|(4916,248,<185,0>,<195,41>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/lib/LongKeyLongValueHashMap.java|(4252,248,<157,0>,<167,41>)",7
130,93,"|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcResultSetMetaData.java|(37344,1356,<911,0>,<936,88>)","|java+compilationUnit:///base/trunk/src/org/hsqldb/jdbc/jdbcPreparedStatement.java|(145700,1356,<3489,0>,<3514,88>)",5
